FechaCorte,Tipo de Sujeto,Nombre Completo,DUI,NIT,Fecha de Nacimiento,Sexo,Tipo de obligación,Moneda,Numero de Obligacion,Fecha de Otorgamiento,Fecha de Vencimiento,Periodo de Pago,Estado,Sub-estado,Numero Dias Mora,Valor Limite,Valor Saldo Total,Valor Mora Total,Valor Cuota,Tipo de Deudor,Tipo de Garantia,Fecha de Cancelacion,Calificacion
2024-08-31,F,Aura Mateo Aguado,63028197-0,,1970-04-14,F,CON,USD,OBL-00137,2024-04-05,2028-04-05,VEN,VIG,VIG,0,11145,9917,0,188,DIR,HIP,,A2
2024-08-31,F,Paula Paniagua,24803420-1,,2007-10-20,F,CMZ,USD,OBL-00138,2024-03-31,2027-03-31,MEN,VIG,VIG,0,4812,2921,0,155,DIR,AVA,,A1
2024-08-31,J,Restauración Inteligentes S.Com.,,2130-533492-481-4,,,MIC,USD,OBL-00139,2023-10-05,2025-10-05,QIN,VIG,VIG,0,14910,11687,0,57,DIR,SGR,,A1
2024-08-31,F,Arcelia del Cobo,10895065-2,,1965-01-23,F,TIC,USD,OBL-00140,2023-12-30,,MEN,VIG,VIG,0,15620,14782,0,188,DIR,HIP,,A2
2024-08-31,F,Diana Ofelia Frutos Morera,44277577-8,,1989-06-13,F,CON,USD,OBL-00141,2024-02-18,2029-02-18,VEN,VIG,VIG,0,14946,2775,0,56,DIR,FID,,A1
2024-08-31,F,Victor Requena Riera,92881320-7,,2004-08-20,M,CMZ,USD,OBL-00142,2024-02-23,2028-02-23,OTR,VIG,VIG,0,8115,5850,0,86,DIR,FID,,A1
2024-08-31,F,Amado Rius Nicolau,45139805-9,,2000-10-14,M,MIC,USD,OBL-00143,2023-12-19,2026-12-19,OTR,VIG,VIG,0,13519,6800,0,159,DIR,FID,,A1
2024-08-31,F,Anselma de Cabezas,95924004-3,,1995-10-25,F,CMZ,USD,OBL-00144,2023-11-14,2028-11-14,MEN,VIG,VIG,0,10703,994,0,114,DIR,FID,,A1
2024-08-31,F,Adelaida Farré,41858687-0,,1998-12-25,F,TIC,USD,OBL-00145,2023-12-13,,VEN,VIG,VIG,0,6985,2786,0,36,DIR,AVA,,A1
2024-08-31,J,Construcción Camino y asociados S.L.N.E,,7695-891146-771-8,,,TDC,USD,OBL-00146,2024-04-12,,VEN,VIG,VIG,0,8448,5723,0,114,DIR,FID,,A1
2024-08-31,F,Iván Granados Río,65656025-7,,1984-03-24,M,MIC,USD,OBL-00147,2024-02-20,2029-02-20,MEN,VIG,VIG,0,14785,4441,0,55,DIR,SGR,,A1
2024-08-31,F,Maximiano del Morillo,28406257-6,,1999-09-06,M,TDC,USD,OBL-00148,2024-05-13,,MEN,VIG,VIG,0,12417,10081,0,122,DIR,SGR,,A2
2024-08-31,F,José María Zabaleta-Santana,23673024-9,,1998-11-12,M,TIC,USD,OBL-00149,2024-03-26,,OTR,VIG,VIG,0,3480,1693,0,38,DIR,AVA,,A1
2024-08-31,F,Sara Cortés Suarez,92826832-5,,1974-05-05,F,CMZ,USD,OBL-00150,2024-01-24,2026-01-24,MEN,VIG,VIG,0,10668,1173,0,119,DIR,HIP,,A1
2024-08-31,F,Olivia Valera-Villena,93716039-7,,1989-03-01,F,CMZ,USD,OBL-00151,2024-02-21,2026-02-21,MEN,VIG,VIG,0,15480,14428,0,78,DIR,AVA,,A2
2024-08-31,F,Fermín Saez-Cervera,17013501-7,,1977-01-21,M,CON,USD,OBL-00152,2023-09-25,2025-09-25,OTR,VIG,VIG,0,19117,18354,0,78,DIR,AVA,,A2
2024-08-31,F,Lupita Garay Silva,31840066-8,,1998-03-26,F,CON,USD,OBL-00153,2024-05-24,2028-05-24,VEN,VIG,VIG,0,6044,894,0,141,DIR,FID,,A1
2024-08-31,F,Inocencio Aznar Aller,10480907-6,,1998-12-06,M,CON,USD,OBL-00154,2024-02-09,2028-02-09,QIN,VIG,VIG,0,19529,1877,0,96,DIR,HIP,,A1
2024-08-31,F,Valero Collado Bermejo,11474291-4,,1979-11-23,M,TIC,USD,OBL-00155,2024-01-17,,QIN,VIG,VIG,0,11000,10673,0,49,DIR,AVA,,A2
2024-08-31,F,Gregorio Perea-Lago,89395504-8,,1994-04-26,M,CON,USD,OBL-00156,2023-11-12,2027-11-12,MEN,VIG,VIG,0,17059,12388,0,32,DIR,HIP,,A1
2024-08-31,F,Azucena Verdejo,75518330-5,,1999-07-07,F,MIC,USD,OBL-00157,2023-09-09,2026-09-09,MEN,VIG,VIG,0,12713,4873,0,130,DIR,FID,,A1
2024-08-31,F,José Antonio Bayona,59936219-6,,1985-09-03,M,TIC,USD,OBL-00158,2023-11-10,,QIN,VIG,VIG,0,11904,10074,0,62,DIR,HIP,,A2
2024-08-31,F,Alejo del Pino,87481477-3,,1973-02-02,M,TDC,USD,OBL-00159,2023-12-06,,QIN,VIG,VIG,0,13385,9088,0,168,DIR,SGR,,A1
2024-08-31,F,Lázaro Balaguer Zorrilla,12715514-1,,1973-03-18,M,TDC,USD,OBL-00160,2024-03-23,,MEN,VIG,VIG,0,4300,3548,0,197,DIR,HIP,,A2
2024-08-31,F,Inés Villanueva Báez,56592164-2,,1993-02-07,M,TDC,USD,OBL-00161,2024-01-24,,OTR,VIG,VIG,0,13877,8234,0,66,DIR,SGR,,A1
2024-08-31,F,Iván Ferrando Comas,11885851-1,,1969-06-01,M,TIC,USD,OBL-00162,2023-12-16,,VEN,VIG,VIG,0,12275,5764,0,36,DIR,SGR,,A1
2024-08-31,F,Ximena Solsona-Abellán,48723096-4,,1987-11-12,F,MIC,USD,OBL-00163,2024-06-30,2029-06-30,QIN,VIG,VIG,0,11771,1217,0,162,DIR,SGR,,A1
2024-08-31,F,Alberto Franco Rojas,28302008-1,,1981-02-09,M,TIC,USD,OBL-00164,2023-12-31,,QIN,VIG,VIG,0,4633,1911,0,142,DIR,AVA,,A1
2024-08-31,F,Nayara Valenzuela,12197990-0,,1978-03-02,F,TDC,USD,OBL-00165,2023-11-01,,VEN,VIG,VIG,0,16569,9670,0,181,DIR,FID,,A1
2024-08-31,F,Dafne Ortuño Fuertes,21627608-4,,1970-12-08,M,MIC,USD,OBL-00166,2024-04-06,2026-04-06,OTR,VIG,VIG,0,8492,967,0,126,DIR,AVA,,A1
2024-08-31,F,Lucho Martorell-Gomila,49583735-0,,1972-04-08,M,TDC,USD,OBL-00167,2024-02-16,,QIN,VIG,VIG,0,11384,3887,0,110,DIR,FID,,A1
2024-08-31,F,Eugenia Palomares Villanueva,13995021-4,,1992-11-05,F,MIC,USD,OBL-00168,2024-03-08,2029-03-08,QIN,VIG,VIG,0,2936,2000,0,86,DIR,AVA,,A1
2024-08-31,F,Lisandro Palma Ortiz,56549117-1,,1997-03-21,M,CMZ,USD,OBL-00169,2023-11-16,2028-11-16,MEN,VIG,VIG,0,7618,4254,0,183,DIR,SGR,,A1
2024-08-31,F,Vito Silvestre Juliá Vidal,68603612-4,,1972-09-13,M,TDC,USD,OBL-00170,2024-06-10,,MEN,VIG,VIG,0,18947,13512,0,114,DIR,FID,,A1
2024-08-31,F,Vanesa Murcia Roura,97859621-3,,1974-04-28,F,CON,USD,OBL-00171,2023-10-24,2025-10-24,VEN,VIG,VIG,0,1851,1705,0,59,DIR,HIP,,A2
2024-08-31,F,Roberta Moraleda Santamaría,82342181-5,,1986-01-20,F,TDC,USD,OBL-00172,2024-06-27,,OTR,VIG,VIG,0,18499,12956,0,119,DIR,FID,,A1
2024-08-31,F,Maxi Niño Atienza,29702256-2,,1977-09-07,M,TIC,USD,OBL-00173,2024-06-11,,VEN,VIG,VIG,0,15124,12691,0,126,DIR,HIP,,A2
2024-08-31,F,Anunciación Valero Porta,43424229-5,,1990-09-24,M,MIC,USD,OBL-00174,2024-02-06,2027-02-06,VEN,VIG,VIG,0,4335,3526,0,120,DIR,SGR,,A2
2024-08-31,F,Aitor Jódar Sanmiguel,18817670-8,,1986-04-04,M,CMZ,USD,OBL-00175,2024-04-09,2026-04-09,VEN,VIG,VIG,0,16684,10903,0,34,DIR,FID,,A1
2024-08-31,F,Herminia del Acedo,18022942-6,,1986-08-24,F,MIC,USD,OBL-00176,2024-05-06,2029-05-06,QIN,VIG,VIG,0,19701,11075,0,148,DIR,SGR,,A1
2024-08-31,F,Gerardo Arranz Galván,96291183-0,,1993-09-14,M,TIC,USD,OBL-00177,2023-12-12,,QIN,VIG,VIG,0,13801,10020,0,175,DIR,HIP,,A1
2024-08-31,F,Odalis Lerma Quesada,22032369-7,,2002-03-25,M,CON,USD,OBL-00178,2024-02-15,2026-02-15,MEN,VIG,VIG,0,10538,6758,0,148,DIR,SGR,,A1
2024-08-31,J,Instalaciones Alcántara S.A.,,6196-380444-832-1,,,CMZ,USD,OBL-00179,2024-02-07,2029-02-07,QIN,VIG,VIG,0,7141,6928,0,197,DIR,AVA,,A2
2024-08-31,F,Danilo Diéguez-Arregui,80955412-8,,1975-06-21,M,CON,USD,OBL-00180,2024-03-22,2027-03-22,VEN,VIG,VIG,0,10484,10262,0,172,DIR,SGR,,A2
2024-08-31,F,Abraham Codina Matas,38039251-5,,1981-01-04,M,MIC,USD,OBL-00181,2024-03-07,2027-03-07,OTR,VIG,VIG,0,19588,14025,0,50,DIR,FID,,A1
2024-08-31,F,Isaac Sainz,77373336-4,,1993-06-19,M,MIC,USD,OBL-00182,2023-12-18,2026-12-18,VEN,VIG,VIG,0,1013,584,0,164,DIR,FID,,A1
2024-08-31,F,Miriam Pozuelo-Pagès,98797353-5,,2005-06-10,M,TIC,USD,OBL-00183,2023-09-13,,OTR,VIG,VIG,0,1952,1726,0,122,DIR,AVA,,A2
2024-08-31,F,Bernardino Artemio Mateo Vizcaíno,89216039-8,,1977-09-07,M,TDC,USD,OBL-00184,2024-04-04,,QIN,VIG,VIG,0,3559,2990,0,190,DIR,SGR,,A2
2024-08-31,F,Carlito Cañete Lillo,29634442-2,,2006-09-18,M,MIC,USD,OBL-00185,2023-12-09,2026-12-09,MEN,VIG,VIG,0,1430,963,0,89,DIR,AVA,,A1
2024-08-31,J,Bravo y asociados S.A.,,4756-463437-780-6,,,MIC,USD,OBL-00186,2023-12-28,2028-12-28,OTR,VIG,VIG,0,11192,8606,0,65,DIR,FID,,A1
2024-08-31,F,Tere Palmer Bermúdez,85095559-6,,1967-10-21,M,CMZ,USD,OBL-00187,2024-06-19,2028-06-19,VEN,VIG,VIG,0,16391,15409,0,76,DIR,HIP,,A2
2024-08-31,F,Juan Antonio Diego Tejedor,52820571-5,,1999-05-02,M,TIC,USD,OBL-00188,2023-09-06,,MEN,VIG,VIG,0,14706,5579,0,86,DIR,AVA,,A1
2024-08-31,F,Ana Belén Azcona Llamas,54056865-4,,1997-03-23,F,CON,USD,OBL-00189,2023-09-17,2028-09-17,VEN,VIG,VIG,0,18359,1657,0,80,DIR,FID,,A1
2024-08-31,F,Hortensia Cuadrado Tenorio,42666863-5,,1985-05-14,F,CMZ,USD,OBL-00190,2023-10-08,2028-10-08,VEN,VIG,VIG,0,16361,2924,0,64,DIR,AVA,,A1
2024-08-31,F,Armida Anaya Badía,42273804-0,,1972-12-06,F,TIC,USD,OBL-00191,2023-12-31,,QIN,VIG,VIG,0,7870,5021,0,148,DIR,AVA,,A1
2024-08-31,F,Ámbar Domínguez Cerdá,76913033-0,,2001-12-15,M,MIC,USD,OBL-00192,2024-04-05,2028-04-05,VEN,VIG,VIG,0,4905,3367,0,168,DIR,FID,,A1
2024-08-31,F,María Luisa Llamas Avilés,74808087-1,,1998-01-20,F,CMZ,USD,OBL-00193,2023-10-11,2025-10-11,VEN,VIG,VIG,0,12502,10752,0,87,DIR,AVA,,A2
2024-08-31,F,Héctor del Escrivá,68830718-2,,1996-02-20,M,TDC,USD,OBL-00194,2023-11-20,,MEN,VIG,VIG,0,13891,1015,0,27,DIR,AVA,,A1
2024-08-31,J,Despacho Hurtado y asociados S.L.N.E,,2392-953531-618-8,,,MIC,USD,OBL-00195,2024-01-22,2026-01-22,VEN,VIG,VIG,0,4801,2141,0,165,DIR,SGR,,A1
2024-08-31,F,María Cristina Eufemia Fuente Sala,20342039-9,,1970-06-03,F,MIC,USD,OBL-00196,2024-01-01,2027-01-01,VEN,VIG,VIG,0,6294,3385,0,120,DIR,HIP,,A1
2024-08-31,F,María Ángeles Aguilera Gilabert,52901804-3,,1982-11-20,F,TDC,USD,OBL-00197,2024-06-07,,VEN,VIG,VIG,0,3123,2800,0,58,DIR,FID,,A2
2024-08-31,J,Comercializadora MQ S.L.,,8826-983918-704-7,,,CMZ,USD,OBL-00198,2023-10-09,2025-10-09,MEN,VIG,VIG,0,2707,1493,0,189,DIR,AVA,,A1
2024-08-31,F,Esmeralda Julie Alcántara Jerez,63550042-8,,2001-09-28,F,TIC,USD,OBL-00199,2024-03-21,,QIN,VIG,VIG,0,11313,3215,0,105,DIR,HIP,,A1
2024-08-31,F,Roberta Sanz Costa,64214859-5,,1979-09-17,F,TIC,USD,OBL-00200,2023-12-22,,OTR,VIG,VIG,0,14938,14315,0,178,DIR,HIP,,A2
2024-08-31,F,Fabio Cabo Fernandez,28261035-7,,1970-03-18,M,TIC,USD,OBL-00201,2023-09-19,,QIN,VIG,VIG,0,6793,3114,0,104,DIR,FID,,A1
2024-08-31,F,Rafaela Matas Mayol,42902726-8,,1992-12-15,F,CMZ,USD,OBL-00202,2024-04-06,2028-04-06,VEN,VIG,VIG,0,16541,12445,0,96,DIR,AVA,,A1
2024-08-31,F,Sandra Vilalta,16379202-7,,1977-04-27,F,TIC,USD,OBL-00203,2024-01-11,,MEN,VIG,VIG,0,18177,10104,0,20,DIR,SGR,,A1
2024-08-31,F,Jose Carlos Solana-Granados,90472866-1,,1981-12-20,M,CON,USD,OBL-00204,2024-02-04,2028-02-04,QIN,VIG,VIG,0,16368,6825,0,126,DIR,FID,,A1
2024-08-31,F,Telmo de López,41181002-5,,1978-11-10,M,TIC,USD,OBL-00205,2023-11-27,,MEN,VIG,VIG,0,10615,7151,0,195,DIR,SGR,,A1
2024-08-31,F,Ovidio del Castejón,69727807-2,,1979-03-11,M,CMZ,USD,OBL-00206,2024-02-20,2029-02-20,VEN,VIG,VIG,0,11125,4151,0,59,DIR,HIP,,A1
2024-08-31,F,Conrado Muñoz Revilla,21029979-9,,1979-12-23,M,CON,USD,OBL-00207,2024-05-16,2029-05-16,QIN,VIG,VIG,0,6273,5669,0,96,DIR,HIP,,A2
2024-08-31,F,Beatriz Marqués Lloret,81237774-7,,1998-11-26,M,TDC,USD,OBL-00208,2024-04-14,,MEN,VIG,VIG,0,18982,13059,0,168,DIR,AVA,,A1
2024-08-31,F,Carmen Ledesma Sacristán,39993637-3,,2005-07-25,M,CON,USD,OBL-00209,2023-11-30,2026-11-30,QIN,VIG,VIG,0,3313,3173,0,95,DIR,SGR,,A2
2024-08-31,F,Nicanor Cabañas-Larrea,49882515-9,,1983-10-15,M,CMZ,USD,OBL-00210,2023-12-12,2028-12-12,OTR,VIG,VIG,0,2096,697,0,101,DIR,AVA,,A1
2024-08-31,F,Fortunata Alcalá Uriarte,75689120-3,,1977-09-03,F,TIC,USD,OBL-00211,2024-04-18,,OTR,VIG,VIG,0,8457,3177,0,170,DIR,SGR,,A1
2024-08-31,J,Tomé y Bustamante S.Com.,,9994-766277-740-7,,,TIC,USD,OBL-00212,2024-06-12,,QIN,VIG,VIG,0,11621,8167,0,86,DIR,FID,,A1
2024-08-31,F,Marina Cortina-Ballester,29733822-7,,1994-01-10,F,TDC,USD,OBL-00213,2024-02-09,,VEN,VIG,VIG,0,4677,3240,0,140,DIR,SGR,,A1
2024-08-31,F,Nilda Paredes Santamaría,89472642-9,,1977-10-30,F,CON,USD,OBL-00214,2024-06-09,2026-06-09,OTR,VIG,VIG,0,15893,5663,0,66,DIR,HIP,,A1
2024-08-31,F,Esmeralda Cañellas Múñiz,82911970-9,,1997-08-24,F,TDC,USD,OBL-00215,2024-05-29,,VEN,VIG,VIG,0,12276,1295,0,105,DIR,HIP,,A1
2024-08-31,J,Servicios Viana & Asociados S.A.,,3227-534737-103-1,,,TIC,USD,OBL-00216,2024-04-06,,QIN,VIG,VIG,0,12050,3765,0,147,DIR,HIP,,A1
2024-08-31,F,Marco Gallo,83489924-8,,1969-09-28,M,TIC,USD,OBL-00217,2024-05-02,,MEN,VIG,VIG,0,9643,8450,0,107,DIR,FID,,A2
2024-08-31,F,Alfredo de Requena,85843622-9,,1971-10-29,M,TIC,USD,OBL-00218,2023-09-03,,QIN,VIG,VIG,0,6267,2089,0,59,DIR,AVA,,A1
2024-08-31,J,Ani Blanes Gelabert S.Com.,,2579-535262-295-0,,,CMZ,USD,OBL-00219,2023-11-16,2025-11-16,QIN,VIG,VIG,0,10762,4090,0,23,DIR,HIP,,A1
2024-08-31,F,Carmelo Sandoval Prat,18253329-2,,1988-05-16,M,MIC,USD,OBL-00220,2024-02-16,2027-02-16,QIN,VIG,VIG,0,8549,7044,0,170,DIR,HIP,,A2
2024-08-31,F,Herminia Morena Coronado Olivera,45556660-6,,1972-07-04,F,CON,USD,OBL-00221,2024-05-15,2027-05-15,MEN,VIG,VIG,0,10420,6649,0,74,DIR,AVA,,A1
2024-08-31,F,Jerónimo Llano-Ríos,42987240-3,,2002-09-06,M,TDC,USD,OBL-00222,2023-10-29,,MEN,VIG,VIG,0,10029,7060,0,152,DIR,FID,,A1
2024-08-31,F,Susanita Cervantes Amores,80089027-9,,1997-05-31,F,TDC,USD,OBL-00223,2024-03-28,,OTR,VIG,VIG,0,8901,2901,0,106,DIR,AVA,,A1
2024-08-31,F,Carmina Lago Barriga,98050127-4,,1993-08-09,F,TDC,USD,OBL-00224,2024-01-31,,VEN,VIG,VIG,0,6608,6548,0,71,DIR,FID,,A2
2024-08-31,F,Quirino Ibarra Cabeza,38185645-6,,1979-12-01,M,TIC,USD,OBL-00225,2024-03-24,,VEN,VIG,VIG,0,14099,12499,0,156,DIR,AVA,,A2
2024-08-31,F,José Saldaña Cantero,64630271-6,,1981-12-29,M,CMZ,USD,OBL-00226,2023-09-07,2028-09-07,MEN,VIG,VIG,0,9399,3106,0,90,DIR,HIP,,A1
2024-08-31,F,Alex Cánovas Cabello,34036355-0,,1968-03-17,M,CON,USD,OBL-00227,2024-05-07,2028-05-07,VEN,VIG,VIG,0,19619,6911,0,39,DIR,HIP,,A1
2024-08-31,F,Asunción Figuerola Jáuregui,97339984-0,,1972-06-09,M,CMZ,USD,OBL-00228,2024-03-13,2029-03-13,OTR,VIG,VIG,0,1870,630,0,112,DIR,HIP,,A1
2024-08-31,J,Eric Amaya Garrido S.Coop.,,4489-451166-741-3,,,CON,USD,OBL-00229,2023-12-20,2027-12-20,VEN,VIG,VIG,0,6703,2922,0,103,DIR,AVA,,A1
2024-08-31,F,Marcos Iglesia-Lastra,89504127-2,,2003-10-05,M,MIC,USD,OBL-00230,2024-06-28,2026-06-28,QIN,VIG,VIG,0,1932,1163,0,23,DIR,SGR,,A1
2024-08-31,F,Nilo Frutos,93346085-0,,1994-04-03,M,CON,USD,OBL-00231,2023-10-20,2026-10-20,QIN,VIG,VIG,0,18043,12791,0,199,DIR,HIP,,A1
2024-08-31,F,Lucila Carlos Olivera,20882008-3,,2005-03-29,F,TDC,USD,OBL-00232,2023-12-09,,OTR,VIG,VIG,0,6889,6835,0,132,DIR,FID,,A2
2024-08-31,F,Xiomara Belmonte,59424998-8,,1992-08-24,F,CON,USD,OBL-00233,2024-03-02,2027-03-02,OTR,VIG,VIG,0,15098,3738,0,82,DIR,AVA,,A1
2024-08-31,F,Alondra Alegria,98248711-2,,1972-09-14,F,CON,USD,OBL-00234,2023-10-06,2027-10-06,QIN,VIG,VIG,0,8801,1784,0,111,DIR,SGR,,A1
2024-08-31,F,Melchor Aristides Machado Viñas,47604153-6,,1988-11-22,M,CON,USD,OBL-00235,2024-01-14,2027-01-14,MEN,VIG,VIG,0,12895,5828,0,117,DIR,SGR,,A1
2024-08-31,J,Rebollo y Cañellas S.L.N.E,,2641-528881-434-6,,,TIC,USD,OBL-00236,2024-05-10,,VEN,VIG,VIG,0,7800,4783,0,114,DIR,AVA,,A1
2024-08-31,F,Samanta Bravo Morante,50544776-7,,1977-08-06,F,TIC,USD,OBL-00237,2024-01-15,,MEN,VIG,VIG,0,8378,7868,0,43,DIR,HIP,,A2
2024-08-31,F,Ágata Peñalver-Fuentes,23896369-0,,2004-02-23,F,TDC,USD,OBL-00238,2023-11-04,,OTR,VIG,VIG,0,13091,6435,0,75,DIR,HIP,,A1
2024-08-31,F,Sol Avilés Oller,89357768-7,,1969-02-21,M,MIC,USD,OBL-00239,2023-12-10,2027-12-10,OTR,VIG,VIG,0,6159,5855,0,119,DIR,SGR,,A2
2024-08-31,F,Mar Cardona Valdés,79546430-0,,2006-08-27,M,CMZ,USD,OBL-00240,2024-03-01,2027-03-01,VEN,VIG,VIG,0,2079,665,0,135,DIR,AVA,,A1
2024-08-31,F,Ale Lumbreras Porras,45445131-1,,2006-01-06,M,CMZ,USD,OBL-00241,2023-11-15,2026-11-15,MEN,VIG,VIG,0,16997,8436,0,20,DIR,SGR,,A1
2024-08-31,F,Almudena Orozco,10950203-3,,1998-04-08,F,CMZ,USD,OBL-00242,2024-02-08,2028-02-08,OTR,VIG,VIG,0,11438,1676,0,91,DIR,FID,,A1
2024-08-31,F,Paula Batalla Codina,95741350-9,,2007-01-17,F,TDC,USD,OBL-00243,2023-11-28,,QIN,VIG,VIG,0,6679,5315,0,76,DIR,FID,,A1
2024-08-31,F,Pilar Becerra Caro,41728490-0,,1973-04-05,M,MIC,USD,OBL-00244,2024-05-27,2028-05-27,OTR,VIG,VIG,0,9433,4178,0,179,DIR,FID,,A1
2024-08-31,F,Chus Rebollo Marqués,41005208-4,,1968-08-11,M,TIC,USD,OBL-00245,2024-02-13,,QIN,VIG,VIG,0,13580,12727,0,48,DIR,SGR,,A2
2024-08-31,F,Danilo Iborra Moya,17078883-9,,1989-05-19,M,CMZ,USD,OBL-00246,2024-01-26,2026-01-26,QIN,VIG,VIG,0,10040,9696,0,151,DIR,FID,,A2
2024-08-31,F,Josep del Sans,83071870-1,,1974-11-16,M,MIC,USD,OBL-00247,2023-09-12,2025-09-12,VEN,VIG,VIG,0,5285,4425,0,140,DIR,AVA,,A2
2024-08-31,J,Supermercados Nicolau & Asociados S.Com.,,7591-662548-449-1,,,CMZ,USD,OBL-00248,2023-10-15,2025-10-15,VEN,VIG,VIG,0,6494,2781,0,121,DIR,FID,,A1
2024-08-31,F,Amelia de Ribera,66233941-2,,1993-02-28,F,TIC,USD,OBL-00249,2024-03-18,,OTR,VIG,VIG,0,10589,1904,0,118,DIR,AVA,,A1
2024-08-31,J,Hermanos Amorós S.L.L.,,7853-621732-896-5,,,TDC,USD,OBL-00250,2024-04-27,,VEN,VIG,VIG,0,10982,2969,0,78,DIR,AVA,,A1
2024-08-31,F,Desiderio Carranza Jove,30001798-6,,1966-10-11,M,CMZ,USD,OBL-00251,2023-10-07,2026-10-07,QIN,VIG,VIG,0,2930,1674,0,49,DIR,FID,,A1
2024-08-31,F,Guiomar Villalonga,42997846-7,,1995-03-06,M,CON,USD,OBL-00252,2024-07-01,2029-07-01,MEN,VIG,VIG,0,7260,6888,0,112,DIR,SGR,,A2
2024-08-31,F,Priscila Madrigal Paniagua,54628969-8,,1976-08-29,F,TIC,USD,OBL-00253,2024-01-29,,QIN,VIG,VIG,0,3512,3298,0,176,DIR,AVA,,A2
2024-08-31,J,Fábrica Ibéricos S.Com.,,2144-590915-172-1,,,CMZ,USD,OBL-00254,2024-02-08,2027-02-08,OTR,VIG,VIG,0,8930,4867,0,93,DIR,SGR,,A1
2024-08-31,F,Griselda Elías Gutierrez,46508053-6,,1972-10-09,F,TIC,USD,OBL-00255,2023-09-30,,OTR,VIG,VIG,0,18364,6606,0,78,DIR,SGR,,A1
2024-08-31,F,Úrsula Ester Uría Téllez,75640182-1,,1996-12-27,F,TIC,USD,OBL-00256,2024-04-27,,VEN,VIG,VIG,0,16610,12404,0,72,DIR,SGR,,A1
2024-08-31,F,Leandro Rosselló Galiano,46003214-7,,1989-08-02,M,CMZ,USD,OBL-00257,2023-12-01,2026-12-01,MEN,VIG,VIG,0,10350,6226,0,156,DIR,AVA,,A1
2024-08-31,F,Guadalupe Garcés Sosa,69883972-1,,1990-06-29,M,CMZ,USD,OBL-00258,2023-09-28,2028-09-28,OTR,VIG,VIG,0,10004,3938,0,98,DIR,SGR,,A1
2024-08-31,J,Zabala y Corominas S.A.T.,,1302-762458-215-3,,,CON,USD,OBL-00259,2024-02-13,2029-02-13,VEN,VIG,VIG,0,5021,2795,0,81,DIR,AVA,,A1
2024-08-31,F,Nazaret Zabaleta,28992017-5,,1995-05-14,M,CON,USD,OBL-00260,2024-06-15,2026-06-15,VEN,VIG,VIG,0,8315,4646,0,24,DIR,FID,,A1
2024-08-31,F,Verónica Mireia Plaza Garzón,26801807-0,,1975-10-31,F,MIC,USD,OBL-00261,2024-01-20,2027-01-20,QIN,VIG,VIG,0,6371,5788,0,66,DIR,AVA,,A2
2024-08-31,F,Saturnino Pelayo-Cabrera,61589422-6,,1973-12-31,M,TIC,USD,OBL-00262,2023-09-23,,VEN,VIG,VIG,0,6294,2013,0,78,DIR,SGR,,A1
2024-08-31,F,Eliana Cámara Fuster,57977325-4,,1979-12-20,F,TDC,USD,OBL-00263,2024-03-14,,VEN,VIG,VIG,0,10882,7592,0,58,DIR,HIP,,A1
2024-08-31,F,Mirta Piña Juliá,83091450-7,,1996-02-27,F,TIC,USD,OBL-00264,2024-02-04,,VEN,VIG,VIG,0,15764,15351,0,65,DIR,FID,,A2
2024-08-31,F,Mónica Larrea Tapia,30086800-2,,1967-11-10,F,MIC,USD,OBL-00265,2023-09-23,2026-09-23,OTR,VIG,VIG,0,17998,7086,0,112,DIR,AVA,,A1
2024-08-31,F,Timoteo Pou Santos,45720971-6,,1979-12-05,M,MIC,USD,OBL-00266,2024-05-09,2028-05-09,OTR,VIG,VIG,0,17823,7321,0,194,DIR,FID,,A1
2024-08-31,F,Bernardita Sevilla Calleja,87841689-8,,2000-08-05,F,TIC,USD,OBL-00267,2024-01-12,,OTR,VIG,VIG,0,8738,7618,0,54,DIR,FID,,A2
2024-08-31,J,Manufacturas Gallart S.L.N.E,,3256-204438-841-7,,,CMZ,USD,OBL-00268,2024-06-23,2029-06-23,VEN,VIG,VIG,0,2862,2237,0,134,DIR,FID,,A1
2024-08-31,F,Chus Sancho Ferrando,27268893-6,,1998-01-15,M,TIC,USD,OBL-00269,2023-09-09,,QIN,VIG,VIG,0,4900,1759,0,198,DIR,FID,,A1
2024-08-31,F,Ofelia Almansa Bernat,55799699-6,,1985-07-29,F,CMZ,USD,OBL-00270,2023-10-10,2026-10-10,OTR,VIG,VIG,0,6038,2360,0,59,DIR,AVA,,A1
2024-08-31,F,Bibiana Lobo Alemany,76848810-3,,1995-05-11,F,TDC,USD,OBL-00271,2023-12-24,,QIN,VIG,VIG,0,11233,8810,0,37,DIR,SGR,,A1
2024-08-31,F,Noa Bas Pedrosa,80835567-7,,1988-10-11,F,CON,USD,OBL-00272,2024-05-05,2028-05-05,MEN,VIG,VIG,0,12745,11268,0,128,DIR,FID,,A2
2024-08-31,F,Jeremías Gutiérrez Olivé,73812049-3,,1984-12-26,M,CMZ,USD,OBL-00273,2023-12-17,2026-12-17,MEN,VIG,VIG,0,2698,569,0,194,DIR,FID,,A1
2024-08-31,F,Marina de Segovia,73044343-1,,1978-07-17,F,CON,USD,OBL-00274,2023-10-22,2028-10-22,QIN,VIG,VIG,0,15032,12449,0,95,DIR,FID,,A2
